#
# Starting bm_order_book_generate at Mon Jan  2 19:23:21 UTC 2017
# This file contains both environmental conditions and results
# The environmental conditions are printed on lines starting with #
# The results are on plain lines without a comment prefix
# 
# Most of the system configuration is logged at the end of the results
# No cpupower(1) command found or no cpupower driver.
# Benchmark will execute without changing the cpupower configuration.
# Disabling RT scheduling limits, RT processes can take 100% of the CPU
# -1
# 
# Running testcase map:buy, current load  19:23:21 up 1 day,  2:38,  2 users,  load average: 0.02, 0.13, 0.07
# 192321.039452 [0x00007fcf63292740] [    INFO] Configuration for test
# log:
#   minimum-severity: INFO
#   logfile-suffix: _%Y%m%d.%N.log
#   maximum-size-archived: 137438953472
#   minimum-free-space: 8589934592
#   enable-console-logging: true
#   enable-file-logging: false
#   logfile-basename: ""
#   minimum-console-severity: TRACE
#   logfile-archive-directory: ""
# microbenchmark:
#   warmup-iterations: 100
#   iterations: 5000
#   size: 0
#   verbose: true
#   test-case: map:buy
#   reconfigure-thread: true
#   thread:
#     name: ""
#     scheduler: FIFO
#     priority: MAX
#     affinity: ""
#     ignore-setup-errors: true
#   prefix: map:buy,
# array-book:
#   max-size: 8192
# map-book: ~
# fixture:
#   p25: 0
#   p50: 1
#   p75: 6
#   p90: 14
#   p99: 203
#   p999: 2135
#   p100: 20000000
# seed: 3966899719 (../jb/itch5/bm_order_book.cpp:327)
# 192321.040262 [0x00007fcf63292740] [    INFO] Running benchmark for map:buy with SEED=3966899719 (../jb/itch5/bm_order_book.cpp:302)
# 192321.058237 [0x00007fcf63292740] [    INFO] Simulated depth histogram: nsamples=100000, min=0, p25=0, p50=1, p75=6, p90=14, p99=239, max=1.984e+07 (../jb/itch5/bm_order_book.cpp:233)
# 192321.058334 [0x00007fcf63292740] [    INFO] Desired: nsamples=1, min=0, p25=0, p50=1, p75=6, p90=14, p99=203, max=2e+07 (../jb/itch5/bm_order_book.cpp:235)
# 192321.058350 [0x00007fcf63292740] [    INFO] Simulated qty histogram: nsamples=100000, min=-5000, p25=-2369, p50=173, p75=2583, p90=4029, p99=4904, max=5000 (../jb/itch5/bm_order_book.cpp:243)
# map:buy summary min=4277us, p25=4393us, p50=4465us, p75=4587us, p90=4795us, p99=6803us, p99.9=7186us, max=7379us, N=5000
# 23.36user 0.00system 0:23.37elapsed 100%CPU (0avgtext+0avgdata 6520maxresident)k
# 0inputs+168outputs (0major+483minor)pagefaults 0swaps
map:buy,4460348
map:buy,4709115
map:buy,4496335
map:buy,4485003
map:buy,5089835
map:buy,4633605
map:buy,4420925
map:buy,4426383
map:buy,4602664
map:buy,4481156
map:buy,4553253
map:buy,4527688
map:buy,4408310
map:buy,4459303
map:buy,4461926
map:buy,4428438
map:buy,4599085
map:buy,4428880
map:buy,4490946
map:buy,4441621
map:buy,4350188
map:buy,4562813
map:buy,4370475
map:buy,4407826
map:buy,4388749
map:buy,4346193
map:buy,4443277
map:buy,4403228
map:buy,4420628
map:buy,4360434
map:buy,4491084
map:buy,4442851
map:buy,4547202
map:buy,4432308
map:buy,4440125
map:buy,5220017
map:buy,4391161
map:buy,4627836
map:buy,4489415
map:buy,4445654
map:buy,4555621
map:buy,4457687
map:buy,4429788
map:buy,4586934
map:buy,4533581
map:buy,4782720
map:buy,4740052
map:buy,4438923
map:buy,4369365
map:buy,4338202
map:buy,4362414
map:buy,4439324
map:buy,4408397
map:buy,4456538
map:buy,4871065
map:buy,5392367
map:buy,4845650
map:buy,4582720
map:buy,4355175
map:buy,4776365
map:buy,4502168
map:buy,4528433
map:buy,4671121
map:buy,4772952
map:buy,4432523
map:buy,4391158
map:buy,4439931
map:buy,4470591
map:buy,4325871
map:buy,4437312
map:buy,4370222
map:buy,4316181
map:buy,4515032
map:buy,4392788
map:buy,4365995
map:buy,4430621
map:buy,4369700
map:buy,4415734
map:buy,4339935
map:buy,4370522
map:buy,4397039
map:buy,4445246
map:buy,4430221
map:buy,4586763
map:buy,4531926
map:buy,4402624
map:buy,4363362
map:buy,4575391
map:buy,4506573
map:buy,4537786
map:buy,4457506
map:buy,4573426
map:buy,4377968
map:buy,4377454
map:buy,4438842
map:buy,4494428
map:buy,4454548
map:buy,4423979
map:buy,4466350
map:buy,4873254
map:buy,4609798
map:buy,4652926
map:buy,4695360
map:buy,4545152
map:buy,4568997
map:buy,4532584
map:buy,4595114
map:buy,4421990
map:buy,4461294
map:buy,4339067
map:buy,4549914
map:buy,4452199
map:buy,4484081
map:buy,4414211
map:buy,4648845
map:buy,4515791
map:buy,4514031
map:buy,4359235
map:buy,4385372
map:buy,4439099
map:buy,4455506
map:buy,4755252
map:buy,4611394
map:buy,4446489
map:buy,4508230
map:buy,4534707
map:buy,4648524
map:buy,4462109
map:buy,4429946
map:buy,4498920
map:buy,4493265
map:buy,4388779
map:buy,4387289
map:buy,5350129
